claimReviewed,itemReviewed.author.name,itemReviewed.datePublished,datePublished,reviewRating.alternateName,language,domain
"“In every single war that America has fought, we have never asked for land afterwards, except for enough to bury the Americans who gave the ultimate sacrifice for that freedom we went in for.”",Kevin McCarthy,2023-11-26,2023-11-28 21:10:57,false,en,politifact.com
"""You’re in danger” because the American Red Cross doesn’t label blood donations from donors vaccinated against COVID-19.
",Instagram post,2023-11-25,2023-11-28 21:26:05,false,en,politifact.com
Audio shows former President Donald Trump warned “300 million Americans” will die from a catastrophe “in a matter of weeks.”,Facebook posts,2023-11-14,2023-11-29 00:22:41,false,en,politifact.com
"A “brand new financial relief program available for Americans"" provides $5,000 in cash.",Facebook posts,2023-11-15,2023-11-29 21:26:45,false,en,politifact.com
Republicans’ “plan would cut Social Security benefits. … Average benefit cut would be 13%.”,Joe Biden,2023-11-27,2023-11-29 22:49:58,mostly false,en,politifact.com
"In Florida, “any woman who has an abortion after six weeks — and any doctor who gives her care — will be guilty of a felony.”",Gavin Newsom,2023-11-19,2023-11-29 23:18:07,mixture,en,politifact.com
Pizzagate “expert” went to jail for child pornography,Facebook ,2023-11-28,2023-11-30 21:22:30,false,en,politifact.com
“8 MINUTES AGO! The largest underwater volcano has SUDDENLY CRACKED OPEN the Earth!”,Facebook Post,2023-11-27,2023-11-30 21:36:15,false,en,politifact.com
Video shows Black Friday shoppers “in Biden’s thriving economy.”,Instagram post,2023-11-25,2023-11-30 21:46:36,false,en,politifact.com
Video showing “Israeli occupation forces arrest a 2-year-old child” is from the Israel-Hamas war.,Instagram post,2023-11-26,2023-11-30 21:48:10,false,en,politifact.com
"""The U.S. is sending everyone a free $6,400 right now.”",Facebook posts,2023-11-16,2023-11-30 22:26:46,false,en,politifact.com
Iceland has banned COVID-19 vaccines “amid soaring sudden deaths.”,Instagram post,2023-11-26,2023-11-30 22:29:11,false,en,politifact.com
"“In Germany, you must be fully vaxxed before your death by assisted suicide.”",Instagram post,2023-11-28,2023-12-01 22:35:34,false,en,politifact.com
"With Apple’s NameDrop, anyone placing an iPhone near your child’s “will automatically receive their contact information.”
",Instagram post,2023-11-30,2023-12-01 22:56:58,false,en,politifact.com
"“Washington DC allows non-citizens to vote in (municipal elections)"" so a Russian citizen, after living in Washington for 30 days can ""vote for mayor in Washington DC. And they don’t even need to show their ID to do it.”",Bryan Steil,2023-09-28,2023-12-04 19:34:24,mostly true,en,politifact.com
"China “had the largest naval fleet in the world. They had 370 ships. They'll have 400 ships in two years. We won't even have 350 ships in two decades.""",Nikki Haley,2023-11-28,2023-12-04 20:54:52,mixture,en,politifact.com
Texas petition to outlaw “aerosolized spraying” is evidence of chemtrails.,Facebook post,2023-12-18,2024-03-05 20:34:50,false,en,politifact.com
Democrats don’t deport undocumented migrants “because every illegal is a highly likely vote at some point.”,Elon Musk,2024-02-26,2024-03-06 22:18:25,false,en,politifact.com
Billionaires “rigged” the California Senate primary election through “dishonest means.”,Katie Porter,2024-03-07,2024-03-08 01:28:41,false,en,politifact.com
The Texas wildfires were started by directed energy weapons.,Instagram posts,2024-03-03,2024-03-05 22:59:01,false,en,politifact.com
"PolitiFact also debunked a baseless claim that the Texas fires were started by directed energy weapons.
",Facebook post,2024-02-29,2024-03-05 23:04:02,false,en,politifact.com
Texas wildfires are a “deliberate” attack on U.S. food supply.,Instagram post,2024-03-04,2024-03-05 23:09:03,false,en,politifact.com
"""On most campuses, you cannot destroy a chalked message unless you were the one that wrote it. You can't dump water on it, you can't even walk over it.""",Jodi Emerson,2023-11-07,2023-12-05 20:13:22,mostly true,en,politifact.com
"Audio shows breaking news that “Biden approves $5,200 for Americans older than 25.”",Facebook post,2023-11-29,2023-12-05 21:16:04,false,en,politifact.com
"“With the historic Abraham Accords, I even made peace in the Middle East.”",Donald Trump,2023-12-02,2023-12-06 11:23:35,false,en,politifact.com
Clips of Nikki Haley speaking about Hillary Clinton show Haley supports Clinton and is “not who she says she is.”,Fight Right Inc.,2023-11-23,2023-12-06 23:16:33,false,en,politifact.com
"""When (Ron DeSantis) was in Congress, he supported amnesty.""",Gavin Newsom,2023-11-30,2023-12-06 23:22:35,mostly false,en,politifact.com
“January 6 now does look like it was an inside job.”,Vivek Ramaswamy,2023-12-06,2023-12-07 05:20:25,false,en,politifact.com
"“I have been a state legislator for 11 years, passing over 170 bills into law and delivering for Wisconsin families.” ",Katrina Shankland,2023-11-15,2023-12-08 17:17:15,mostly true,en,politifact.com
"“Wisconsin Republicans will introduce a nonpartisan redistricting plan based off the Iowa Model. This plan has been hailed as the ‘gold standard’ redistricting model by Democrats and Republicans alike. Republicans, Democrats, and the Governor pushed this plan last time redistricting happened in 2020.”",Ron Tusler,2023-09-12,2023-12-08 20:50:53,mixture,en,politifact.com
Magnetic “lymphatic earrings” aid weight loss.,Facebook posts,2023-11-29,2023-12-08 21:02:52,false,en,politifact.com
The Palestinian flag before 1948 included the Star of David.,Instagram posts,2023-12-01,2023-12-08 21:06:50,false,en,politifact.com
Video shows “heavy snow and ice has frozen jets in Munich bound for Dubai's global warming conference.”,Facebook posts,2023-12-02,2023-12-08 21:11:52,false,en,politifact.com
"“Mysterious pneumonia” from China is now in Ohio.
",TikTok video,2023-11-30,2023-12-08 22:01:35,false,en,politifact.com
"“The new Inflation Reduction Act has just been updated to give Americans making less than $50,000 per year up to $6,400 in subsidies every single month.""",Facebook posts,2023-12-05,2023-12-08 22:02:48,false,en,politifact.com
"“Norway, Finland, Sweden, Holland, and the UK have now banned gender transition surgery for minors.”",Instagram posts,2023-08-23,2023-09-26 16:37:20,mostly false,en,politifact.com
“Navy SEALs Save Missing Maui Children” who were padlocked in cages.,TikTok User,2023-09-17,2023-09-26 16:38:52,false,en,politifact.com
Image shows Sen. Rand Paul in a bathrobe on the steps of the U.S. Capitol.,Facebook Post,2023-09-23,2023-09-26 16:41:23,false,en,politifact.com
"“Under Jim Justice,” West Virginia had “the lowest unemployment rate in state history.”",Jim Justice,2023-08-24,2023-09-26 17:35:00,mostly true,en,politifact.com
Giant human skeletons as large as 36 feet have been “unearthed and documented” in historical records.,Facebook posts,2023-09-13,2023-09-26 21:21:49,false,en,politifact.com
"“Joe Biden grants voting rights to 500,000 invaders.”",TikTok posts,2023-09-22,2023-09-26 21:29:37,false,en,politifact.com
"A video proves U.S. Attorney General Merrick Garland faces “a lying charge” after giving a fake number to Sen. John Kennedy, R-La., at a hearing.",Facebook post,2023-09-20,2023-09-26 22:00:57,false,en,politifact.com
"Says James Mattis said, “If you burn the American flag you’ll spend two years in the military. I promise you, you’ll be cured of the desire to burn a flag ever again.”
",Viral image,2021-05-18,2021-06-08 19:25:35,false,en,politifact.com
Says Madison and Milwaukee County both carry sanctuary status for illegal immigrants and released undocumented immigrants who have committed multiple crimes including sexual assault of a child. ,Donald Trump,2020-01-15,2020-04-17 23:46:28,mixture,en,politifact.com
"“(A recent study) said ‘Medicare for All’ will lower health care costs in this country by $450 billion a year and save the lives of 68,000 people who would otherwise have died.”",Bernie Sanders,2020-02-26,2020-02-26 04:49:41,mostly false,en,politifact.com
"""I passed one of the first climate change bills in the United States Senate in 1987.""",Joe Biden,2020-02-05,2020-02-05 21:15:06,true,en,politifact.com
"""Climate change is nothing but a bunch of computer models that attempt to tell us what's going to happen in 50 years or 30. Notice the predictions are never for next year or the next 10 years. They're always for way, way, way, way out there, when none of us are going to be around or alive to know whether or not they were true.""",Rush Limbaugh,2019-02-17,2020-02-05 16:35:26,false,en,politifact.com
"
The Austin Independent School District board voted to mandate ""a pornographic sex education policy that includes instruction on anal sex and how to place a condom on an erect penis.""",Todd Starnes,2019-10-29,2019-12-18 16:14:08,mostly false,en,politifact.com
"""The vast majority"" of San Francisco’s homeless people ""also come in from — and we know this — from Texas. Just (an) interesting fact.""",Gavin Newsom,2019-06-23,2019-12-16 16:11:27,false,en,politifact.com
"Says Section 1325 of U.S. immigration law was ""put into place in 1929, by a segregationist.""",Julián Castro,2019-06-30,2019-07-15 14:38:32,mostly true,en,politifact.com
"Says that in New Mexico, ""illegals are issued emergency welfare EBT cards with $1k a month +$200 for each child, for at least 5+ years until they see a judge.""",Brian Kolfage,2019-06-10,2019-06-17 19:04:31,false,en,politifact.com
"""Just the last three weeks, on average about 23,000 women, children, men are coming over across the border illegally as family units.""",Ron Johnson ,2019-05-26,2019-06-18 15:08:48,mostly true,en,politifact.com
"Says Mark Zuckerberg invented the word ""BFF,"" and if it doesn’t appear green after you type it in a Facebook comment, your account has been hacked.",Facebook post,2019-06-10,2019-06-18 21:38:28,false,en,politifact.com
"Says a photo taken in England shows ""thousands of English Trump supporters"" celebrating the president’s visit.
",Viral Image,2019-06-04,2019-06-17 15:58:26,false,en,politifact.com
"
""Constituents now face reality that all their personal issues will be made public"" under Clean Missouri.",Jean Evans,2018-11-25,2018-12-06 00:00:00,mostly false,en,politifact.com
"
""I was the deciding vote on abolishing the death penalty in the state of Illinois.""",Susana Mendoza,2018-11-19,2018-11-25 00:00:00,mostly false,en,politifact.com
Elon Musk tweeted that he “just downloaded Threads” and it “sucks.”,Threads posts,2023-07-05,2023-08-03 20:51:02,false,en,politifact.com
"When Bill Nye said “the Earth is a closed system,” he suggested space exploration is impossible.",Instagram post,2023-07-25,2023-08-03 20:53:13,false,en,politifact.com
"Former President Barack Obama “removed 500,000 pedophiles from background check database.”",Instagram post,2023-07-27,2023-08-03 20:54:54,false,en,politifact.com
People who received COVID-19 vaccines can “detoxify” their bodies from the spike protein.,Instagram posts,2023-07-28,2023-08-04 18:54:12,false,en,politifact.com
"“During Biden’s first 30 months in office, just 2.1 million new jobs were created, and by contrast, during my first 30 months in office we created 4.9 million new jobs.”",Donald Trump,2023-08-05,2023-08-08 23:17:30,false,en,politifact.com
“There are polls that also say I have great approval ratings.”,Kamala Harris,2023-07-31,2023-08-08 23:18:59,false,en,politifact.com
"Says Gov. Ron DeSantis “opposed my China tariffs and he heartlessly opposed” $28 billion for farm relief, which was paid for by China.",Donald Trump,2023-07-29,2023-08-09 13:41:39,false,en,politifact.com
"“There have been more illegal encounters under Biden than the previous two administrations combined.""",Tim Scott,2023-07-11,2023-08-09 22:04:07,false,en,politifact.com
“They are trying to make it illegal to question the results of a bad election.”,Donald Trump,2023-08-04,2023-08-09 22:25:53,false,en,politifact.com
"""Illinois is now letting illegal aliens become police officers.""",Ron DeSantis,2023-07-30,2023-08-11 22:04:13,mostly false,en,politifact.com
Police report shows “massive 2020 voter fraud uncovered in Michigan.”,The Gateway Pundit,2023-08-08,2023-08-14 21:30:38,false,en,politifact.com
“We’ve eliminated critical race theory in our K through 12 schools.”,Ron DeSantis,2023-08-14,2023-08-14 21:42:15,mostly false,en,politifact.com
"“We’ve eliminated critical race theory in our K through 12 schools.”
",Ron DeSantis,2023-08-04,2023-08-14 21:43:48,mostly false,en,politifact.com
“I’ve already” declared a national climate emergency,Joe Biden,2023-08-09,2023-08-17 20:05:16,false,en,politifact.com
"Fulton County District Attorney Fani Willis “campaigned and raised money on, ‘I will get Trump.’”",Donald Trump,2023-08-15,2023-08-18 21:13:44,false,en,politifact.com
"""Hawaii is being attacked by direct energy weapons.""
",Instagram,2023-08-17,2023-08-21 20:58:23,false,en,politifact.com
“Code red emergency - poison released in the air” affecting 127 million people.,Facebook post,2023-08-03,2023-08-22 18:37:46,mostly false,en,politifact.com
